client_event_id,uid,date,summary,old_event_type,new_event_type,old_suggested_school,canonical_school,match_method,match_score,needs_manual_school_review
ics_52704cebbf600bd9,50ijrb2ufqqnd8r7h7h3a2suto@google.com,2026-05-08,Wood Road Spring Pics & 5th Grade Pano (2 teams),graduation/pano,Special Event,Wood Road &,Wood Road Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_056177f5d6da6cfd,3n2iunfdkq296orb4t6ijvfiuh@google.com,2026-02-18,Siena Career Fair 1 Photog,review,Special Event,Siena Career Fair Photog,,unmatched,0.5142857142857142,False
ics_892f689450c1dbb6,3fi3cct4374rtap3ng9m937klf@google.com,2025-10-14,Christ the King ECC (1 team),review,Fall Picture Day,Christ the King ECC,Christ the King,fuzzy,1.0,False
ics_30274c7b3cb31469,30dbh7foreffikmjjdt928t6qq@google.com,2025-12-16,Troy School 14 MAKEUPS (1 team),makeup/retake,Makeup Day,Troy School,Troy School 14,fuzzy,0.88,False
ics_5797791359039aaa,7hd4fs5ounr0vgnrub4vt4avtc@google.com,2025-11-12,December Scheduling Call 3pm,review,Fall Picture Day,December Scheduling Call,,unmatched,0.43137254901960786,True
ics_a3e4c67803a0276a,7mqba6166u9u12c8c1rbj7s3t7@google.com,2026-04-21,Shaker seniors 2 photogs,senior portraits,Seniors,Shaker photogs,Shaker Seniors,fuzzy,1.0,False
ics_945ab9f42ea5701f,0q9ra09g0n91gfiqk46jd7qsqs@google.com,2027-03-09,Wood Road Yearbook Photos (1 photog),review,Special Event,Wood Road Yearbook,Wood Road Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_69b89d1f9f434810,6188a9gsunhoofegbu42d0c0qe@google.com,2026-11-05,HOLD Arongen Elem MAKEUPS (1 team),makeup/retake,Makeup Day,HOLD Arongen Elementary School,Arongen Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_d1113a7d309b77a6,5dnu1ts114dpfqtfv6k82v3njo@google.com,2025-11-24,Wildwood Makeups (AM only ANDREW),makeup/retake,Makeup Day,Wildwood,Wildwood,manual_alias,1.0,False
ics_dde043c32c112b1a,6desbleb799k5sr6rsjq3ka7u4@google.com,2026-03-13,Nathan Lebron Early Learning Center (1 team),review,Special Event,Nathan Lebron Early Learning Center,,unmatched,0.6666666666666666,False
ics_5ca863e397cc7237,909FC6E8-9E6F-4BAB-A230-A11A92793B2C,2025-11-19,Steph Binghamton to assist Kim,review,Fall Picture Day,Binghamton to assist Kim,,unmatched,0.4,True
ics_dc59af754a4182c8,7ne1edgppoms4ccm1ob22a5e6g@google.com,2027-04-26,Shatekon PANO RAIN DATE (1 photog),graduation/pano,Rain Date,Shatekon,Shatekon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_80ea29db2de8197f,2nm52g5iauijuhraseeu76j83n@google.com,2027-05-06,HOLD Karigon Spring Photos + 5th grade group (2 teams),graduation/pano,Special Event,HOLD Karigon Spring 5th grade group,Karigon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_8707ee157ecf29eb,4eskhltbs7ugbimeggdjn0buu0@google.com,2026-10-14,NEW No. Albany MS (2 teams),picture day,Fall Picture Day,NEW No. Albany Middle School,,unmatched,0.6363636363636364,True
ics_89bd4223dbc9d874,47ajfmtnvp0sf79iuud6efolup@google.com,2026-09-08,SMS BRANDING STEPH,review,Special Event,SMS BRANDING,,unmatched,0.4444444444444444,False
ics_8812b64896d13bc2,74nq9a93ve31j6ako9e28eai51@google.com,2025-11-04,Hudson Valley Consortium Makeups FULL DAY (REQ Molly +1),makeup/retake,Makeup Day,Hudson Valley Consortium FULL DAY,Hudson Valley Consortium,manual_alias,1.0,False
ics_7fd947e1b86ecb6d,636d7trulpogtd8onnjcm12n3i@google.com,2025-10-06,Van Corlaer Elem (2 teams),review,Fall Picture Day,Van Corlaer Elementary School,Zoller Elementary,fuzzy,0.7692307692307693,False
ics_d5be947935f41d2e,7oegj3e2jn2i9kmrp1bct7ftlc@google.com,2025-10-06,Mother Teresa Academy (2 teams),makeup/retake,Makeup Day,Mother Teresa Academy,The Academies (AA/G),manual_alias,1.0,False
ics_11886a61625facd8,71vfk1s5jh4qntd3pubife1cu4@google.com,2027-04-15,Malta Ave Picture Day & 5th Grade Pano (2 teams),graduation/pano,Special Event,Malta Ave &,Malta Avenue Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_17c54046955838ab,2g66bkqkfc98hojjo2tar2gg7a@google.com,2026-10-27,Atrea ELC SHEN Makeups (1 team),makeup/retake,Makeup Day,Atrea ELC SHEN,,unmatched,0.5625,True
ics_9c50a46184f938e3,6251CAF4-C5D2-4102-8E00-2327EDA60824,2025-09-11,Steph off if possible,internal/non-shoot review,Fall Picture Day,if possible,,unmatched,0.4,True
ics_6811e47d6cb33bde,13ecoj9u3llno96iqdn232sb53@google.com,2025-09-06,Duanesburg SENIORS (1 team),senior portraits,Seniors,Duanesburg,D'burg Elementary,manual_alias,1.0,False
ics_7bb5117445872b72,2cfu6uu1vcms9c574cqdrst19o@google.com,2026-04-20,NEW Childtime Preschool (w/grads) (2 teams),graduation/pano,Special Event,NEW Childtime Preschool w/grads,Childtime Preschool,fuzzy,1.0,False
ics_cd2782f17950ac69,126kgs2vuggqg3cm3b87ub805r@google.com,2025-08-05,Duanesburg AYSO Soccer (2 teams),sports,Sports,Duanesburg AYSO Soccer,Duanesburg,manual_alias,1.0,False
ics_d6dc5de7f436f911,258homj2ql40aqcnlcaor1nb04@google.com,2026-02-20,Headshot 9;45 New Head Michael Turner,review,Headshots,Headshot New Head Michael Turner,,unmatched,0.3793103448275862,False
ics_3dc1be388c468d8e,3e81ls2qa1epcualbgargfkoiv@google.com,2026-05-12,Saint Mads Photos & 5th grade group (1 team),graduation/pano,Special Event,Saint Mads & 5th grade group,,unmatched,0.5,False
ics_f5d365a790544e4f,2rct2qtu6388neel73jq8l86qt@google.com,2026-06-04,Emerging Leaders Summit Headshots,review,Headshots,Emerging Leaders Summit Headshots,,unmatched,0.5245901639344263,False
ics_91e5f0c38ba7da81,6ea7u9itd44tcfi30l9nd7bpum@google.com,2026-05-15,Academy Reunion,review,Special Event,Academy Reunion,The Academies (AA/G),manual_alias,1.0,False
ics_ea084d59b807a831,B6E5FCDB-5660-41D2-B43A-660A684E8F3E,2026-03-24,Academy Spring Sports ALL,sports,Sports,Academy ALL,The Academies (AA/G),manual_alias,1.0,False
ics_2175041cabcaedfc,0bb5f0j855nird7rckq1mrqfle@google.com,2026-06-23,Rosendale Elem Moving Up Ceremony AM (1 photog),graduation/pano,Special Event,Rosendale Elementary School Moving Up Ceremony AM,Rosendale Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_0be3d1512c036dd0,7i57j1njf1njboclnvbh1ricq1@google.com,2025-10-17,Duanesburg Makeup Day Elem & MSHS (1 team),makeup/retake,Makeup Day,Duanesburg Elementary School & MSHS,D'burg Elementary,manual_alias,1.0,False
ics_d954e7e888f9fe1a,5rhptubl11fafmbg7af463gu1c@google.com,2026-06-20,Photo Booth Siena President Son Wedding,internal/non-shoot review,Photo Booth,Siena President Son Wedding,,unmatched,0.4523809523809524,False
ics_4d35aff6e190bac1,2ffs0ie424d708o74evpcrquj2@google.com,2025-10-22,Loudonville Christian Makeup/Seniors Day (1 team),makeup/retake,Makeup Day,Loudonville Christian Makeup/ Day,Loudonville Christian,manual_alias,1.0,False
ics_2fce7fe400b00b59,28c5tevsk0544vfocb1ivfv93p@google.com,2025-11-12,Mother Teresa Academy Makeups (1 team),makeup/retake,Makeup Day,Mother Teresa Academy,The Academies (AA/G),manual_alias,1.0,False
ics_1d3d161415efc885,3ikodb14979r15q7qtsd263mm2@google.com,2026-05-12,Colonie Comm Daycare RAIN,review,Rain Date,Colonie Comm Daycare RAIN,Colonie Community Daycare,fuzzy,0.8888888888888888,False
ics_af4690333f50ecf9,5t9aj2dkr3jrkfts1uummgi4vn@google.com,2026-03-25,SCAP Early Learning Bigelow (2 teams),review,Special Event,SCAP Early Learning Bigelow,,fuzzy,1.0,False
ics_005dcad4e4412911,6scqqlo1c09pathn11j4iavsqv@google.com,2025-08-20,TBC Tax Seminar Steph,review,Special Event,TBC Tax Seminar,,unmatched,0.5,False
ics_59bfb5e34c35173e,0bll1pjct3jb16v90uf3il8to6@google.com,2025-10-23,Yates Elementary (1 team),review,Fall Picture Day,Yates Elementary,Stevens Elementary,fuzzy,0.8235294117647058,False
ics_f119b017db7d7b57,773jvcqo1cos7v9ouhnjoid3ef@google.com,2025-09-19,Duanesburg Elementary (2 teams+1),review,Fall Picture Day,Duanesburg Elementary,D'burg Elementary,manual_alias,1.0,False
ics_b8e1f3784625c885,5ijcevpejhmp283suopg39jm4d@google.com,2026-02-07,Duanesburg Sweetheart Dance,review,Special Event,Duanesburg Sweetheart Dance,Duanesburg,manual_alias,1.0,False
ics_d795f96911ab5a4f,4bd49f5rn7v7tjtts8o17e75o9@google.com,2026-02-16,Hannaford Headshots 12:30 Studio,review,Headshots,Hannaford Headshots Studio,,unmatched,0.4186046511627907,False
ics_89cb61ebea9190c4,5lqcceilh43rb87qn4b9lusggq@google.com,2025-10-30,Calvary Methodist Preschool (Lauren or Carmen),picture day,Fall Picture Day,Calvary Methodist Preschool,Calvary Methodist,fuzzy,1.0,False
ics_f154e923fa553183,4stimehlja6g0s7q5orlp9ur21@google.com,2026-05-14,Maple Leaf Halfmoon Spring & Grads (2 teams),graduation/pano,Special Event,Maple Leaf Halfmoon Spring & Grads,,fuzzy,1.0,False
ics_003cccf46f1a72a7,2a6o139ri3djafcbq6cu5s7q7d@google.com,2025-09-16,Hoosic Valley Seniors (1 team),senior portraits,Seniors,Hoosic Valley,Hoosic Valley MS/HS,manual_alias,1.0,False
ics_6b870e4ecb1b31dd,23i1ditu14dd3ctodssnj8lsco@google.com,2026-12-04,Turner's Tots Preschool AM only (1 photog),review,Special Event,Turner s Tots Preschool AM only,Turner's Tots,fuzzy,1.0,False
ics_2186d4f005125d98,3rpdu6e44krm34u1oopciibbnt@google.com,2026-05-01,Milton and Lauren Monthly Meeting,internal/non-shoot review,Call or Meeting,Milton Monthly Meeting,,unmatched,0.42105263157894735,False
ics_e2e41400c213ca89,7na0gsvmnhb1fucefqoe1kjrk6@google.com,2026-01-30,Erin Lefebvre School Team In Person Interview 3;00,internal/non-shoot review,Special Event,Erin Lefebvre School Team In Person Interview,,unmatched,0.5161290322580645,False
ics_c58122532e158b89,2738212C-B481-4F91-8B6A-5C00C93567E6,2025-07-11,RHMC Headshot 11am Tina (Matt),review,Headshots,RHMC Headshot Tina,,unmatched,0.38461538461538464,False
ics_096c95cab11ad3f0,14kna5na5v9dhur94qvt67i0gv@google.com,2026-05-19,Craig Elementary 5th Grade Pano (1 photog),graduation/pano,Special Event,Craig Elementary,Craig Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_260f69e3eb1c24a5,6frs5h4ob7h5mfo37phf1p0v7o@google.com,2025-12-06,Santa Jim 9/2,review,Special Event,Santa Jim /,,unmatched,0.5,False
ics_edcd9b81a9557ac9,48dnldremqtrmq63bqrs9ld16r@google.com,2026-05-03,Siena Seniors,senior portraits,Seniors,Siena,,unmatched,0.75,True
ics_93014c606ddffb50,0ek130uj9dmf060r7idh2njfge@google.com,2025-11-12,Saint Madeleine's Makeup Day (1 team),makeup/retake,Makeup Day,Saint Madeleine s,Saint Madeleine,fuzzy,1.0,False
ics_a93523fb34331d63,4q2q45mrh289m7mkl4ob1ottjb@google.com,2026-08-18,LCS Senior Portraits (2 photogs) 9-3pm,senior portraits,Seniors,LCS,,unmatched,0.6285714285714286,True
ics_93e23498342dbe0c,70gvhlv74lfce5sqmm0v1s06qq@google.com,2025-12-08,Childhood Friends - Rotterdam (1 Team),review,Special Event,Childhood Friends - Rotterdam,,fuzzy,1.0,False
ics_86e54dc462d42dce,3t78jbo8odk9vl5mpoqrii4t68@google.com,2026-05-07,Karigon Spring Photos + 5th grade groups (2 teams),graduation/pano,Special Event,Karigon Spring 5th grade groups,Karigon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_69967f997ab0c10f,2ajsn0ql747jcslq4e20i8c5ag@google.com,2026-10-26,Tesago Elem Makeup Day (1 team),makeup/retake,Makeup Day,Tesago Elementary School,Tesago Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_76ad0e9471fea105,2145h6operahnjh1bellfbhpa4@google.com,2025-09-05,Northville Fall Sports (1 team),senior portraits,Sports,Northville,Northville Seniors,manual_alias,1.0,False
ics_b75240fe4f6b464b,1n2jpk7bbs6281aqq8lapnf9n1@google.com,2027-05-19,DES Spring Photos (2 teams),spring picture day,Spring Picture Day,DES Spring,,unmatched,0.46153846153846156,True
ics_666063768cc32f90,6tisa5fqkj0ls88iigsuhp4dl0@google.com,2026-10-08,Malta Ave Elementary Picture Day (2 teams),picture day,Fall Picture Day,Malta Ave Elementary,Malta Avenue Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_f1190c1b00b86a58,00033ln0co8oslp29kspmgobbh@google.com,2025-09-30,Skano Elem Rain Date (3 teams),review,Rain Date,Skano Elementary School,Skano Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_2047d4274844d245,6np2nimrs6t3u1oii99vhpuf0v@google.com,2026-11-12,Gordon Creek Elem Makeups (1 team),internal/non-shoot review,Makeup Day,Gordon Creek Elementary School,Gordon Creek Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_d2129b13621e58f8,62okae6fou1emjq03tf37rvsad@google.com,2026-09-15,Hoosic Valley MS/HS (1 team) Underclass,senior portraits,Fall Picture Day,Hoosic Valley Middle School/High School Underclass,Hoosic Valley MS/HS,manual_alias,1.0,False
ics_0b549e2613e443a6,47jkvjjldu75d3c0sf4hhbudm6@google.com,2026-03-03,Tech Valley Senior Retakes (Steph +1),makeup/retake,Makeup Day,Tech Valley Senior,Tech Valley Seniors,manual_alias,1.0,False
ics_884acd2df60a5f62,6dgjhl2ohf56t0pu4lob6oa2mo@google.com,2026-11-24,HOLD Wildwood Makeups (AM only ANDREW),makeup/retake,Makeup Day,HOLD Wildwood,Wildwood,manual_alias,1.0,False
ics_30be45a86ab38807,3i6k67psfol41ft1dounpe1ku7@google.com,2026-09-25,HOLD Glencliff Elementary (2 teams),review,Fall Picture Day,HOLD Glencliff Elementary,Glencliff Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_77204a54b9d2d873,0e35t5qhr4gdb5g1m3tspbomdn@google.com,2026-03-10,AW Becker Clubs for Yrbk (1 photog),review,Special Event,AW Becker Clubs for Yrbk,,unmatched,0.4186046511627907,False
ics_c6366c01b391c433,7cu7oqo77grs3hiki4e4486q6h@google.com,2026-06-05,"Waterford Prom (1 Photog, NO PHOTOBOOTH)",photo booth,Photo Booth,Waterford Prom,,unmatched,0.6046511627906976,False
ics_275d15e25d932a4b,5fhcf346kajrfuevtl7bbu99lh@google.com,2026-01-08,Thomas Pest Headshots 1;45 STEPH,review,Headshots,Thomas Pest Headshots,,unmatched,0.38461538461538464,False
ics_08f98b2c336ae77a,73gpuepmfv6gne2d1li07oen7i@google.com,2026-02-24,Union College International Student Visas  STEPH,review,Special Event,Union College International Student Visas,,unmatched,0.4230769230769231,False
ics_e80449590f39259e,4q2oitahta8jsvhe29r1oqmjrc@google.com,2025-12-03,Pieter B. Coeymans Makeups (1 team),makeup/retake,Makeup Day,Pieter B. Coeymans,Pieter B Coeymans,fuzzy,1.0,False
ics_df48348173f4ccbe,6fr59mbnp198t7rip2k9s1cnog@google.com,2026-04-28,Green Tech Seniors 11;30am start (Photog + 1),senior portraits,Seniors,Green Tech,Green Tech MS/HS,manual_alias,1.0,False
ics_4f726c12df5fccc3,1k0c7jift4vcq5gg9udrj6l2f2@google.com,2025-10-30,Nathan Lebron Early Learning Center (1 team),picture day,Fall Picture Day,Nathan Lebron Early Learning Center,,unmatched,0.6666666666666666,True
ics_91a8c48eaa3bd2c4,081od9dum5bu6djm2d3k6d4pe4@google.com,2025-06-16,AA Golf Tournament/Legacy,review,Special Event,AA Golf Tournament/Legacy,,manual_alias,1.0,False
ics_292423f07890bffe,0ico1uqsfdn3ce6bdc4k42t7d1@google.com,2026-11-18,NEW No. Albany MS MAKEUPS,makeup/retake,Makeup Day,NEW No. Albany Middle School,,unmatched,0.6363636363636364,True
ics_145f887362995569,0r36k282oh4p53hp4nai42q5o0@google.com,2026-01-27,Luke Apy interview 2;30,internal/non-shoot review,Special Event,Luke Apy interview,,unmatched,0.3888888888888889,False
ics_0c6615d7b6d0a74c,20unaght6c1v5vngl7t7rqkppu@google.com,2026-02-13,Christ the King Valentines Dance 6-7:pm (1 photog),review,Special Event,Christ the King Valentines Dance,,fuzzy,1.0,False
ics_8a22790d769ff80b,7r50s78r60in2pgeu01d1i82q2@google.com,2025-06-13,LCS Bacc Evening (Matt),graduation/pano,Special Event,LCS Bacc Evening,,unmatched,0.5,False
ics_7d13953463b2735b,6gtfbqaidujat8qv804erfgb4l@google.com,2025-11-19,NEW Precious Hearts Daycare (1 team),review,Fall Picture Day,NEW Precious Hearts Daycare,Precious Hearts,fuzzy,1.0,False
ics_7d05a4adb8e8ad2f,15puuhbp6p2arkltpqobor28n7@google.com,2026-05-20,YMCA Learning Village (CTK) Pre-K Grad Photos (1 photog),graduation/pano,Special Event,YMCA Learning Village CTK Pre-K,,unmatched,0.47619047619047616,False
ics_6a4b737649e8d0fe,2ei7rubjn4i3gadobbjftruk2c@google.com,2025-09-02,Waterford-Halfmoon Fall Sports (1 team),sports,Sports,Waterford-Halfmoon,Waterford Halfmoon Elem,manual_alias,1.0,False
ics_e87d56e5d9b5c16a,213q60ls1g1h8rv88ud2762803@google.com,2025-08-29,Albany Law Headshots 1 Photog 2 Hours,review,Headshots,Albany Law Headshots Photog Hours,,unmatched,0.5,False
ics_38fdb5ef982be708,6k1lum0c4qk9evvhl9bp6qmdm9@google.com,2025-12-10,WYNANTSKILL Family Photo Night,review,Special Event,WYNANTSKILL Family Photo Night,,unmatched,0.4,False
ics_4486b4017b51397c,1gfk6hdru7mqd4qs322pdescme@google.com,2025-06-11,Spring Debrief,spring picture day,Spring Picture Day,Spring Debrief,,unmatched,0.47058823529411764,True
ics_9153d6f2cdd6eea3,5ise2nen9m23am3kb1gep77qna@google.com,2026-05-15,Academy Club Photos STEPH,review,Special Event,Academy Club,The Academies (AA/G),manual_alias,1.0,False
ics_8009aaf3f973820c,4h7ob1i3vrd0f512sq8r7u9gim@google.com,2026-05-16,Academy Reunion,review,Special Event,Academy Reunion,The Academies (AA/G),manual_alias,1.0,False
ics_86552a01b103dc31,2rrg5ovf0skkicsu0g6i897hra@google.com,2025-10-09,Duanesburg Soccer Senior Night Steph,senior portraits,Seniors,Duanesburg Soccer Senior Night,Duanesburg,manual_alias,1.0,False
ics_dab654a32756cdb8,7j11j0ttk511vo23e1revr6mfe@google.com,2025-10-24,School Team Huddle 3pm,review,Fall Picture Day,School Team Huddle,,unmatched,0.5,True
ics_582b4c85fa4ee936,6aud26hjtquui9gcjq9bu29cs3@google.com,2026-10-02,HOLD Jefferson Elementary School (3 teams),picture day,Fall Picture Day,HOLD Jefferson Elementary School,Jefferson Elementary School (Schalmont School District),manual_alias,1.0,False
ics_0ff114bf2e569c71,49j93gdefr7a4hk1r4mh9mi3k1@google.com,2026-05-31,Waterford Halfmoon Boys Game Night (1 Photog),review,Special Event,Waterford Halfmoon Boys Game Night,Waterford MS/HS,manual_alias,1.0,False
ics_6208e910c75d7c18,58jhg98r9t454g8p23ubfcs86p@google.com,2026-09-03,HOLD Northville Fall Sports (1 team),senior portraits,Sports,HOLD Northville,Northville Seniors,manual_alias,1.0,False
ics_d5e441f9f26f0719,1e233s948a4jucidfp81cpqtjv@google.com,2026-06-03,Academy Kindergarten Cap/Gown and Closings,graduation/pano,Special Event,Academy Kindergarten Cap/Gown Closings,The Academies (AA/G),manual_alias,1.0,False
ics_6f80fc077f4c463b,353144F9-51E2-4DC6-B976-046254394C9C,2026-04-24,BKW 8th grade pano 11;26 STEPH,graduation/pano,Special Event,BKW 8th grade,,unmatched,0.5,False
ics_2ef794b3bd4733ae,5acomt4qr13tadqpj72lvpb07a@google.com,2027-04-27,Green Tech Seniors 11;30am start (Photog + 1),senior portraits,Seniors,Green Tech,Green Tech MS/HS,manual_alias,1.0,False
ics_06057c79efa0835d,3aeclglo5urphc0fj4kjn6v8l7@google.com,2026-10-01,"Hudson Valley Consortium Day 2 (REQ MOLLY, 1 team)",senior portraits,Fall Picture Day,Hudson Valley Consortium Day,Hudson Valley Consortium,manual_alias,1.0,False
ics_5222f8759e30f425,4pjkpjbqln9l7ojt5pfrfmrua5@google.com,2025-08-28,Albany Law Headshots 1 Photog 2 hours,review,Headshots,Albany Law Headshots Photog hours,,unmatched,0.5,False
ics_d55bd0bf4db1006e,24up1a4fk8ocinglgiern1n2is@google.com,2027-05-06,HOLD Albany Academy Spring Photos (PS-4) (1 team),spring picture day,Spring Picture Day,HOLD Albany Academy Spring,The Academies (AA/G),manual_alias,1.0,False
ics_08341884fc9d8141,719pg552qc9jbikuge4703624k@google.com,2025-11-19,TSL UPK East Greenbush (1 photog),review,Fall Picture Day,TSL UPK East Greenbush,TSL East Greenbush,fuzzy,1.0,False
ics_d411965e218c9f42,4cjjq2t1hq5kf25834ov5i2ngd@google.com,2026-10-01,HOLD Arongen Elementary (2 teams),review,Fall Picture Day,HOLD Arongen Elementary,Arongen Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_7df4ffe545224337,4t9res5tmujnb04h02c8qrh0eb@google.com,2026-05-01,"Heatly School GR PK-5, 8th grade pano",graduation/pano,Special Event,Heatly School GR PK- 8th grade,Heatly School,manual_alias,1.0,False
ics_3f16a3ad5324ceac,7io411ftek272ti8rd670d12gp@google.com,2025-10-21,New Lebanon Jr/Sr High (1 team),graduation/pano,Fall Picture Day,New Lebanon Jr/Sr High,New Lebanon Jr/Sr,fuzzy,1.0,False
ics_be5e70610ccca8ea,2i8oq8opb32n3aovumq26hvcvb@google.com,2026-05-30,Academy Prom,review,Special Event,Academy Prom,The Academies (AA/G),manual_alias,1.0,False
ics_d9c9fa72c7480518,3v0tdm0uhqfnm8slc23bqss5m5@google.com,2025-09-29,Tesago Elementary (2 teams),spring picture day,Spring Picture Day,Tesago Elementary,Tesago Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_de4220dfbd3d2f3f,5mcbhh07vi18imvfqg4mb8u152@google.com,2025-09-23,Gardner-Dickinson Elem/Middle School (2 photogs + 1 asst),graduation/pano,Fall Picture Day,Gardner-Dickinson Elementary School/Middle School,Gardner Dickinson,fuzzy,1.0,False
ics_2d757421f75a3797,58pavl74kc37usnjiqsvoah3du@google.com,2026-06-13,LCS Graduation Morning (Matt + 1 photog),graduation/pano,Special Event,LCS Graduation,,unmatched,0.5,False
ics_932ea3ff5de6c805,1fgqbkcp1k52a644br16c8nqvn@google.com,2026-09-29,"Hudson Valley Consortium Day 1 (REQ MOLLY, 1 team)",senior portraits,Fall Picture Day,Hudson Valley Consortium Day,Hudson Valley Consortium,manual_alias,1.0,False
ics_2594f93a0f335beb,7vn2sqk6usm2mdksu8nthtdh72@google.com,2025-09-05,Academy First Day Stock Photos (STEPH),review,Fall Picture Day,Academy First Day Stock,The Academies (AA/G),manual_alias,1.0,False
ics_239ceb24b7cc5242,2ofdtl92beahqak3ba1m7aoq8k@google.com,2025-10-10,A.W. Becker Fall Elem Picture Day (2 teams),picture day,Fall Picture Day,A.W. Becker Fall Elementary School,,unmatched,0.7368421052631579,True
ics_fd42ff854477be03,0qmkh18lpe7f5hj45ujmgklpls@google.com,2025-11-04,Brandt Family Photos STEPH AM,review,Fall Picture Day,Brandt Family AM,,unmatched,0.4444444444444444,True
ics_250d307af634dab1,6o3vmo4sbkff4j2gco3ijdhcuu@google.com,2025-10-27,Tesago Elem Makeup Day (1 team),makeup/retake,Makeup Day,Tesago Elementary School,Tesago Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_6b4dd164dbbb1cef,0a35nb5arsjprdfur0q5pa3e20@google.com,2027-05-10,HOLD Waterford-Halfmoon RAIN PANO ONLY (1 photog),graduation/pano,Rain Date,HOLD Waterford-Halfmoon RAIN ONLY,Waterford Halfmoon Elem,manual_alias,1.0,False
ics_3b94eb7225af7549,77tqt4ld8i1do9b8ma2hmqqt88@google.com,2025-11-13,Malta Ave Family Photo Night STEPH,review,Fall Picture Day,Malta Ave Family Photo Night,Malta Avenue Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_99654dc9cf3ba35a,5ngvepneik069hokpet5uftsr7@google.com,2025-09-18,Photo Booth to Siena,photo booth,Photo Booth,to Siena,,unmatched,0.5,False
ics_cb8b178a3aad4b71,05mfhvju0l14e8l23n26e024sl@google.com,2027-05-14,HOLD Jefferson 4th Grade Pano (1 photog),graduation/pano,Special Event,HOLD Jefferson 4th Grade,,manual_alias,1.0,False
ics_305aad30032dc9e4,6su2p2rfi7hlitnou5b5bio81e@google.com,2026-03-24,Gordon Creek Yearbook Clubs (1 photog),review,Special Event,Gordon Creek Yearbook Clubs,Gordon Creek Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_ccfd1b0b7cdfc39e,4q0of0b5ms11i2gcnnjmukd1a3@google.com,2026-06-25,Arongen 5th Grade Graduation 8:00-10,graduation/pano,Special Event,Arongen 5th Grade Graduation,Arongen Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_1d2cd7072bcaa157,7h2gr5nei4lf5q5bd1fo6tvft5@google.com,2026-01-19,NEW Duanesburg Youth Wrestling Club (Steph),sports,Sports,NEW Duanesburg Youth Wrestling Club,Duanesburg,manual_alias,1.0,False
ics_33f298770b8ab749,5kfg46aq619tldp1fk6ravp7d4@google.com,2026-03-21,(Mini) Studio Easter Bunny Robert confirmed for Bunny,review,Special Event,Mini Studio Easter Bunny Robert for Bunny,,unmatched,0.375,False
ics_5067cde7fb9fa074,2gbu4vr5506uqes3qnfauhu6fl@google.com,2026-03-31,Milton and Lauren Monthly Meeting,internal/non-shoot review,Call or Meeting,Milton Monthly Meeting,,unmatched,0.42105263157894735,False
ics_a9b96b5e35e701c7,2mmq68s1fidnflg57iklp7g06n@google.com,2026-06-05,Eagle Point PHOTO BOOTH (Milton/Lauren),photo booth,Photo Booth,Eagle Point,,unmatched,0.41509433962264153,False
ics_49951bfe9ba80cb8,39uv0uofdnkcql9fospv46ij12@google.com,2026-05-11,Wood Road 5th Grade PANO RAIN DATE (1 photog),graduation/pano,Rain Date,Wood Road,Wood Road Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_7361821d867d2d66,2jo1vqj3t04e14jdqk3jc1hfla@google.com,2026-05-15,Jefferson 4th Grade Pano (1 photog),graduation/pano,Special Event,Jefferson 4th Grade,,manual_alias,1.0,False
ics_fdaf5a85cb5bfa91,3jjqi64a4ileq4hkfgk4ver7oo@google.com,2025-09-03,Kids Express First Day 7:30am (1 photog),review,Fall Picture Day,Kids Express First Day,Kid's Express,fuzzy,0.7741935483870968,False
ics_469a357c9d9dd5a3,1646ca2u31lvf38lou3ocknq1n@google.com,2025-11-06,Central Park Middle School (1 team),graduation/pano,Fall Picture Day,Central Park Middle School,Central Park Middle School,fuzzy,1.0,False
ics_c1189612f3bf5298,5pgcf30vdvs63n7i154b0ofp6i@google.com,2026-04-01,Elevate Dance Project Day 2 4;00-8;30 PM,review,Special Event,Elevate Dance Project Day,,fuzzy,1.0,False
ics_880c9966d3d3f2c7,38fr2nen3cjdnqs7i3la0sq2g8@google.com,2025-12-13,Santa Joel,review,Special Event,Santa Joel,,unmatched,0.56,False
